Running query: ioctl_recursive_calls.ql on database /home/till/thesis/hantro-db...
|         caller_file          | core_scope  | unique_ioctls_calling_this |                                                              ioctl_list                                                               |         called_file          |
| hantro_v4l2.c                | 3_kernel    |                          1 | v4l_querycap                                                                                                                          | string.h                     |
| hantro_v4l2.c                | 3_kernel    |                          1 | v4l_g_fmt                                                                                                                             | printk.h                     |
| hantro_v4l2.c                | 3_kernel    |                          1 | v4l_reqbufs                                                                                                                           | printk.h                     |
| videobuf2-dma-contig.c       | 2_SubSystem |                          1 | v4l_stub_expbuf                                                                                                                       | videobuf2-dma-contig.c       |
| videobuf2-dma-contig.c       | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | frame_vector.c               |
| videobuf2-dma-contig.c       | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | videobuf2-memops.c           |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | videobuf2-v4l2.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | videobuf2-core.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | videobuf2-core.h             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | v4l2-common.h                |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_querybuf                                                                                                                          | videobuf2-v4l2.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_querybuf                                                                                                                          | videobuf2-core.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_querybuf                                                                                                                          | videobuf2-core.h             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_reqbufs                                                                                                                           | videobuf2-v4l2.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_reqbufs                                                                                                                           | videobuf2-core.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_streamoff                                                                                                                         | videobuf2-core.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_streamoff                                                                                                                         | videobuf2-core.h             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_streamon                                                                                                                          | videobuf2-core.c             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_streamon                                                                                                                          | videobuf2-core.h             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_dqbuf                                                                                                                             | videobuf2-core.h             |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_dqbuf                                                                                                                             | videobuf2-core.c             |
| videobuf2-dma-contig.c       | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | videobuf2-dma-contig.c       |
| videobuf2-dma-contig.c       | 2_SubSystem |                          1 | v4l_reqbufs                                                                                                                           | videobuf2-dma-contig.c       |
| frame_vector.c               | 3_kernel    |                          1 | v4l_qbuf                                                                                                                              | slab.h                       |
| frame_vector.c               | 3_kernel    |                          1 | v4l_qbuf                                                                                                                              | mm.h                         |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_qbuf                                                                                                                              | list.h                       |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_qbuf                                                                                                                              | printk.h                     |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_qbuf                                                                                                                              | atomic-instrumented.h        |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_streamoff                                                                                                                         | list.h                       |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_streamoff                                                                                                                         | kernel.h                     |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_streamoff                                                                                                                         | printk.h                     |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_streamoff                                                                                                                         | spinlock.h                   |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_streamoff                                                                                                                         | spinlock_api_smp.h           |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_streamoff                                                                                                                         | wait.h                       |
| v4l2-mem2mem.c               | 3_kernel    |                          1 | v4l_streamoff                                                                                                                         | sched.h                      |
| videobuf2-v4l2.c             | 2_SubSystem |                          1 | v4l_dqbuf                                                                                                                             | videobuf2-v4l2.c             |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_s_ext_ctrls                                                                                                                       | generic-non-atomic.h         |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_query_ext_ctrl                                                                                                                    | generic-non-atomic.h         |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_reqbufs                                                                                                                           | generic-non-atomic.h         |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_reqbufs                                                                                                                           | string_fortified.h           |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_s_fmt                                                                                                                             | string_fortified.h           |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_g_fmt                                                                                                                             | string_fortified.h           |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_enum_fmt                                                                                                                          | bug.h                        |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_enum_fmt                                                                                                                          | string.h                     |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_enum_fmt                                                                                                                          | stdio2.h                     |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_enum_fmt                                                                                                                          | string_fortified.h           |
| v4l2-ioctl.c                 | 3_kernel    |                          1 | v4l_querycap                                                                                                                          | media-device.h               |
| v4l2-ioctl.c                 | 1_Driver    |                          1 | v4l_stub_enum_framesizes                                                                                                              | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 1_Driver    |                          1 | v4l_s_fmt                                                                                                                             | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 1_Driver    |                          1 | v4l_g_fmt                                                                                                                             | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 1_Driver    |                          1 | v4l_enum_fmt                                                                                                                          | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 1_Driver    |                          1 | v4l_querycap                                                                                                                          | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_stub_enum_framesizes                                                                                                              | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_stub_expbuf                                                                                                                       | v4l2-mem2mem.c               |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_ext_ctrls                                                                                                                       | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_ext_ctrls                                                                                                                       | v4l2-ctrls-api.c             |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_ext_ctrls                                                                                                                       | v4l2-dev.c                   |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_query_ext_ctrl                                                                                                                    | v4l2-ctrls-api.c             |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_query_ext_ctrl                                                                                                                    | v4l2-dev.c                   |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_dqbuf                                                                                                                             | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_dqbuf                                                                                                                             | v4l2-mem2mem.c               |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_qbuf                                                                                                                              | v4l2-mem2mem.c               |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_querybuf                                                                                                                          | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_querybuf                                                                                                                          | v4l2-mem2mem.c               |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_reqbufs                                                                                                                           | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_reqbufs                                                                                                                           | v4l2-dev.c                   |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_reqbufs                                                                                                                           | v4l2-mem2mem.c               |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_streamoff                                                                                                                         | v4l2-mem2mem.c               |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_streamon                                                                                                                          | v4l2-mem2mem.c               |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_fmt                                                                                                                             | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_fmt                                                                                                                             | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_fmt                                                                                                                             | v4l2-dev.c                   |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_fmt                                                                                                                             | v4l2-mc.c                    |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_s_fmt                                                                                                                             | v4l2-common.h                |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_g_fmt                                                                                                                             | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_g_fmt                                                                                                                             | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_g_fmt                                                                                                                             | v4l2-dev.c                   |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_enum_fmt                                                                                                                          | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_enum_fmt                                                                                                                          | v4l2-ioctl.c                 |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_enum_fmt                                                                                                                          | v4l2-dev.c                   |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_querycap                                                                                                                          | hantro_v4l2.c                |
| v4l2-ioctl.c                 | 2_SubSystem |                          1 | v4l_querycap                                                                                                                          | v4l2-dev.c                   |
